keyword,article_count
metabolic acidosis,20
multimodality imaging,20
myoclonus,20
neuroinflammation,20
octreotide,20
oral,20
osteotomy,20
ovarian cyst,20
paediatrics,20
pancreatic pseudocyst,20
parathyroid carcinoma,20
pazopanib,20
peritoneal carcinomatosis,20
phenotype,20
pilocytic astrocytoma,20
platelet-rich plasma,20
prolactinoma,20
pseudocyst,20
pure red cell aplasia,20
schistosomiasis,20
secondary syphilis,20
sequencing,20
splenic rupture,20
stress,20
stridor,20
third ventricle,20
toxoplasmosis,20
trabeculectomy,20
tracheoesophageal fistula,20
transcatheter arterial embolization,20
treatment outcome,20
trichobezoar,20
tumor lysis syndrome,20
twins,20
ureteroscopy,20
va-ecmo,20
vasospasm,20
wandering spleen,20
whole-genome sequencing,20
acquired immunodeficiency syndrome,19
antidepressants,19
aortic valve replacement,19
array cgh,19
bacteraemia,19
bisphosphonate,19
blindness,19
brain mri,19
bronchoalveolar lavage,19
brown tumor,19
burkholderia pseudomallei,19
cardiac metastasis,19
central serous chorioretinopathy,19
choroid plexus papilloma,19
clavicle,19
clinical manifestations,19
cognitive dysfunction,19
complete heart block,19
continuous renal replacement therapy,19
creatine kinase,19
csf,19
diverticulum,19
electrocardiogram,19
endoscopic third ventriculostomy,19
endovascular embolization,19
esthetics,19
extramedullary plasmacytoma,19
ganglioglioma,19
gastrectomy,19
heparin,19
hepatitis b virus,19
hypomagnesemia,19
hypoxemia,19
inflammatory pseudotumor,19
influenza,19
intestinal perforation,19
isotretinoin,19
itraconazole,19
kikuchi-fujimoto disease,19
kounis syndrome,19
local recurrence,19
lung abscess,19
malignant tumor,19
mass,19
medulloblastoma,19
membranoproliferative glomerulonephritis,19
metagenomic next-generation sequencing (mngs),19
minocycline,19
mitral stenosis,19
myeloproliferative neoplasm,19
neurodevelopment,19
neurodevelopmental disorders,19
neuropsychology,19
non-union,19
noonan syndrome,19
obsessive-compulsive disorder,19
ocular trauma,19
osteopetrosis,19
paclitaxel,19
paraneoplastic syndromes,19
parathyroid hormone,19
penis,19
pharmacogenetics,19
philadelphia chromosome,19
plasmodium falciparum,19
postoperative complication,19
psoas abscess,19
ptsd,19
pulmonary critical care,19
retinitis pigmentosa,19
robotic,19
root canal therapy,19
sapho syndrome,19
sle,19
small bowel,19
small-cell lung cancer,19
spinal dysraphism,19
spinal epidural hematoma,19
spontaneous coronary artery dissection,19
spontaneous rupture,19
superior mesenteric artery syndrome,19
tamponade,19
tanzania,19
thyroid carcinoma,19
trachea,19
upper extremity,19
vascular endothelial growth factor,19
vemurafenib,19
wound,19
acinetobacter baumannii,18
acute leukemia,18
addiction,18
adrenal,18
aggressive fibromatosis,18
anaplastic large cell lymphoma,18
anti-vegf,18
aspergillus fumigatus,18
autoantibody,18
back pain,18
behavior,18
braf mutation,18
candida,18
carbamazepine,18
central retinal vein occlusion,18
chiari malformation,18
chronic,18
classification,18
cns,18
cryoablation,18
cytogenetics,18
cytoreductive surgery,18
dengue fever,18
dental implants,18
dental trauma,18
diffuse alveolar hemorrhage,18
dissecting aneurysm,18
docetaxel,18
echinococcus,18
electrocardiography,18
end-stage kidney disease,18
endometrium,18
endovascular therapy,18
erythema multiforme,18
etanercept,18
extramedullary hematopoiesis,18
fabry disease,18
fetus,18
fibrosis,18
flap,18
fluconazole,18
fulminant myocarditis,18
fungal,18
gastroenteritis,18
gingival recession,18
gynecomastia,18
hand surgery,18
hereditary hemorrhagic telangiectasia,18
hyperbilirubinemia,18
hypercortisolism,18
hypophysitis,18
imaging features,18
immune reconstitution inflammatory syndrome,18
immune response,18
infants,18
intracranial infection,18
invasive fungal infection,18
kidney biopsy,18
limbic encephalitis,18
lung neoplasms,18
maintenance therapy,18
malformation,18
mastectomy,18
mastocytosis,18
mepolizumab,18
monoclonal antibody,18
morocco,18
neuroleptic malignant syndrome,18
neurological complications,18
neuropsychiatry,18
non-hodgkin's lymphoma,18
novel variant,18
occupational exposure,18
occupational therapy,18
opportunistic infection,18
orthodontics,18
ossification,18
otitis media,18
palate,18
papilledema,18
paralysis,18
polymyositis,18
prednisolone,18
psychopharmacology,18
reconstructive surgery,18
regeneration,18
remdesivir,18
remission,18
renal biopsy,18
respiratory medicine,18
rosai-dorfman disease,18
scrub typhus,18
splenic abscess,18
therapeutic plasma exchange,18
thoracic,18
thoracoscopic surgery,18
thyroiditis,18
traditional chinese medicine,18
transcranial magnetic stimulation,18
transformation,18
transthoracic echocardiography,18
treponema pallidum,18
trigeminal nerve,18
tuberculous meningitis,18
twin pregnancy,18
urethra,18
uterine artery embolization,18
vasculopathy,18
ventricular fibrillation,18
viruses,18
visceral leishmaniasis,18
wilms tumor,18
wrist,18
acquired hemophilia a,17
acute generalized exanthematous pustulosis,17
acute subdural hematoma,17
adhd,17
allograft,17
angiogenesis,17
antibiotic,17
anticoagulant,17
array-cgh,17
arrhythmias,17
aspiration pneumonia,17
astigmatism,17
astrocytoma,17
autosomal dominant polycystic kidney disease,17
autosomal recessive,17
azathioprine,17
baricitinib,17
blood culture,17
bloodstream infection,17
bone marrow transplantation,17
bone metastases,17
carotid artery stenting,17
catheter,17
ceftriaxone,17
chiropractic,17
cholangitis,17
congestive heart failure,17
conjunctivitis,17
ct angiography,17
deafness,17
demyelinating disease,17
desensitization,17
diabetic foot,17
diffusion tensor imaging,17
distraction osteogenesis,17
dysplasia,17
eczema,17
emphysema,17
endoscopic sinus surgery,17
face,17
familial,17
fibroma,17
fibromuscular dysplasia,17
finger,17
fungal keratitis,17
gallstones,17
gastric,17
gastric adenocarcinoma,17
genotype,17
gitelman syndrome,17
glucocorticoid,17
goiter,17
graft-versus-host disease,17
guillain-barre syndrome,17
haemorrhage,17
hemochromatosis,17
hemophagocytic lymphohistiocytosis (hlh),17
horse,17
hpv,17
hypoxia,17
ibrutinib,17
immunohistochemical staining,17
inborn error of immunity,17
injection,17
intravenous thrombolysis,17
iron deficiency anemia,17
jejunum,17
kaposiform hemangioendothelioma,17
leukodystrophy,17
liver biopsy,17
lung squamous cell carcinoma,17
lupus erythematosus,17
lymphatic malformation,17
major depressive disorder,17
melas,17
methicillin-resistant staphylococcus aureus,17
minor salivary gland,17
morphea,17
neck pain,17
neurodevelopmental disorder,17
neurorehabilitation,17
obstructive hydrocephalus,17
odontogenic keratocyst,17
opioids,17
organizing pneumonia,17
ossifying fibroma,17
ovarian tumor,17
parathyroidectomy,17
pediatric neurosurgery,17
pediatric trauma,17
perioperative management,17
post-traumatic stress disorder,17
prone position,17
pulmonary metastasis,17
pulmonary sequestration,17
radiofrequency,17
retinopathy,17
serous retinal detachment,17
sleep,17
superior vena cava syndrome,17
supernumerary teeth,17
surgical site infection,17
tachycardia,17
taenia solium,17
telemedicine,17
therapeutics,17
thymus,17
thyroid gland,17
transcranial direct current stimulation,17
type 2 diabetes mellitus,17
unilateral,17
vascular surgery,17
vascular tumor,17
vitamin b12,17
abdominal pregnancy,16
abortion,16
abrocitinib,16
achilles tendon,16
adjuvant chemotherapy,16
adjuvant therapy,16
antidepressant,16
apixaban,16
arthrodesis,16
braf inhibitor,16
bronchopleural fistula,16
burkitt lymphoma,16
cameroon,16
car-t,16
carcinoid tumor,16
cardiac mass,16
cardiac mri,16
carotid endarterectomy,16
central diabetes insipidus,16
central venous catheter,16
chest wall,16
circulating tumor dna,16
clear cell,16
clostridium perfringens,16
colchicine,16
community-acquired pneumonia,16
coronary artery aneurysm,16
covid‐19,16
critical care/emergency medicine,16
csf leak,16
curettage,16
cystectomy,16
cystitis,16
cystoid macular edema,16
cytokine,16
deletion,16
dens invaginatus,16
dental implant,16
dentistry,16
diaphragm,16
disability,16
disc herniation,16
dopamine,16
duchenne muscular dystrophy,16
echinococcus granulosus,16
enchondroma,16
equine,16
fenestration,16
fundus autofluorescence,16
ganglioneuroma,16
gastric metastasis,16
genodermatosis,16
germinoma,16
germline mutation,16
graft,16
graves' disease,16
hcc,16
hemorrhagic shock,16
hereditary angioedema,16
hypereosinophilia,16
hypernatremia,16
internal fixation,16
intracranial pressure,16
intraocular lens,16
intraocular pressure,16
intratumoral hemorrhage,16
intraventricular hemorrhage,16
intravitreal injection,16
iris,16
iron overload,16
isolated,16
jaw,16
leishmaniasis,16
lipodystrophy,16
liver resection,16
lumbar puncture,16
lymph nodes,16
lymphopenia,16
mature cystic teratoma,16
mediastinitis,16
metastatic disease,16
mitochondria,16
molecular profiling,16
monkeypox,16
movement disorders,16
mrsa,16
mucoepidermoid carcinoma,16
multidisciplinary,16
multidrug resistance,16
myocardial ischemia,16
navigation,16
nepal,16
nephrocalcinosis,16
nf1,16
nocardiosis,16
non-small cell lung cancer (nsclc),16
obinutuzumab,16
ofatumumab,16
opportunistic infections,16
parotid,16
parp inhibitor,16
patient safety,16
peritoneum,16
platelet-rich fibrin,16
poems syndrome,16
primary aldosteronism,16
prophylaxis,16
psychiatric disorders,16
pulmonary alveolar proteinosis,16
pulmonary aspergillosis,16
pulmonary sarcomatoid carcinoma,16
pyelonephritis,16
recovery,16
repetitive transcranial magnetic stimulation,16
right atrium,16
salivary duct carcinoma,16
serotonin syndrome,16
sickle cell trait,16
sleeve gastrectomy,16
smoking,16
stenting,16
strabismus,16
stress fracture,16
subclavian artery,16
subthalamic nucleus,16
toxicology,16
tricuspid regurgitation,16
tricuspid valve,16
trisomy 21,16
urinary retention,16
urology,16
vagina,16
valproic acid,16
vedolizumab,16
verrucous carcinoma,16
weakness,16
18f-fluorodeoxyglucose,15
acute necrotizing encephalopathy,15
age-related macular degeneration,15
alk rearrangement,15
amyloid,15
anatomical variation,15
anesthetic management,15
angioimmunoblastic t-cell lymphoma,15
anomaly,15
anticoagulants,15
antimicrobial resistance,15
aortic coarctation,15
art,15
arteriovenous malformations,15
assessment,15
autoimmune pancreatitis,15
autoinflammation,15
basilar artery,15
blunt abdominal trauma,15
bone regeneration,15
braf v600e,15
brca,15
caesarean section,15
cardiac amyloidosis,15
cardiac sarcoidosis,15
cardiovascular disease,15
cerebral blood flow,15
cholelithiasis,15
choroid,15
chronic pancreatitis,15
coexistence,15
coma,15
comorbidities,15
computerized tomography,15
congenital anomalies,15
congenital heart defects,15
connective tissue disease,15
contrast-enhanced ultrasound,15
copd,15
coronary aneurysm,15
coronary artery,15
covid-19 infection,15
cranial nerve,15
craniocervical junction,15
cystic lymphangioma,15
cysts,15
deep venous thrombosis,15
delivery,15
diagnostics,15
dlbcl,15
dress syndrome,15
drug interaction,15
dry eye,15
duodenal obstruction,15
elderly patient,15
endocrine therapy,15
endometrial carcinoma,15
escitalopram,15
facial palsy,15
familial hypercholesterolemia,15
fdg-pet,15
fibroadenoma,15
fibromyalgia,15
fluoroscopy,15
gallstone ileus,15
gastric bypass,15
gastric perforation,15
gender dysphoria,15
genetic analysis,15
genetic diagnosis,15
growth,15
hemichorea,15
hemiplegia,15
henoch-schönlein purpura,15
heparin-induced thrombocytopenia,15
hiatal hernia,15
hsct,15
humans,15
hyperplasia,15
hypogonadism,15
ichthyosis,15
immune dysregulation,15
immunocompetent patient,15
japan,15
liver metastases,15
lumbar,15
maculopathy,15
malt lymphoma,15
mature teratoma,15
meningocele,15
meropenem,15
metastatic colorectal cancer,15
microwave ablation,15
mrna vaccine,15
mtor,15
mucinous adenocarcinoma,15
multidisciplinary treatment,15
multifocal,15
multiple trauma,15
multisystem inflammatory syndrome in children,15
mutations,15
nasopharynx,15
newborn screening,15
obsessive compulsive disorder,15
oculomotor nerve palsy,15
odontoma,15
oligodendroglioma,15
omphalocele,15
open reduction,15
orbital cellulitis,15
orchiectomy,15
orthopedics,15
osteoid osteoma,15
paranasal sinuses,15
pathophysiology,15
pd-1 inhibitors,15
pediatric patient,15
peripheral artery disease,15
peripheral ulcerative keratitis,15
peritoneal metastases,15
persistent left superior vena cava,15
pharmacogenomics,15
pica,15
pneumocystis jirovecii pneumonia,15
polyp,15
polypharmacy,15
portal vein,15
positron emission tomography-computed tomography,15
postpartum hemorrhage,15
precocious puberty,15
pres,15
preterm,15
primary cardiac lymphoma,15
pseudotumor cerebri,15
pulpotomy,15
reactivation,15
renal insufficiency,15
replantation,15
retroperitoneal tumor,15
rna sequencing,15
robotics,15
salvage,15
sarcomatoid carcinoma,15
sars-cov-2 infection,15
secondary hypertension,15
sevoflurane,15
sinus of valsalva aneurysm,15
sjögren’s syndrome,15
skin necrosis,15
snp array,15
sonography,15
spinal dural arteriovenous fistula,15
spinal tuberculosis,15
sports medicine,15
sternum,15
submandibular gland,15
surgical complication,15
takotsubo syndrome,15
tamoxifen,15
temporal lobe epilepsy,15
testicular cancer,15
thiamine,15
thiamine deficiency,15
thoracic outlet syndrome,15
tomography,15
topiramate,15
transfusion,15
transgender,15
transient ischemic attack,15
transvenous embolization,15
tropheryma whipplei,15
undifferentiated pleomorphic sarcoma,15
upper gastrointestinal bleeding,15
urinary incontinence,15
ventricular arrhythmia,15
ventricular septal rupture,15
vertical transmission,15
visual acuity,15
waldenström macroglobulinemia,15
wernicke encephalopathy,15
zygomycosis,15
abdominal,14
aberrant right subclavian artery,14
acute intermittent porphyria,14
acyclovir,14
adpkd,14
adrenal tumor,14
adult-onset still’s disease,14
agenesis,14
aggressive,14
air embolism,14
alcohol,14
alemtuzumab,14
allergic reaction,14
altered mental status,14
amniotic membrane,14
antiretroviral therapy,14
aortic valve stenosis,14
asbestos,14
azoospermia,14
bartonella henselae,14
bochdalek hernia,14
bone graft,14
bowel perforation,14
brain neoplasms,14
brca2,14
brentuximab vedotin,14
brucella,14
cabergoline,14
candidiasis,14
carotid cavernous fistula,14
cerebral amyloid angiopathy,14
chinese,14
choledocholithiasis,14
chronic diarrhea,14
chronic renal failure,14
circumcision,14
cll,14
clonal evolution,14
colombia,14
conservative,14
contezolid,14
copy number variation,14
corneal ulcer,14
coxiella burnetii,14
cutaneous metastases,14
cvid,14
cytopenia,14
dapsone,14
dbs,14
de novo,14
dedifferentiated liposarcoma,14
deep vein thrombosis (dvt),14
dermoid,14
diagnostic challenge,14
diode laser,14
drug eruption,14
duodenal perforation,14
duplication,14
dysarthria,14
dysautonomia,14
dyslipidemia,14
ectodermal dysplasia,14
endovascular aneurysm repair,14
eosinophilic esophagitis,14
epidermolysis bullosa,14
epiretinal membrane,14
esophagogastroduodenoscopy,14
exophthalmos,14
extradural,14
fasciotomy,14
fdg,14
fluorescein angiography,14
follicular dendritic cell sarcoma,14
forensic pathology,14
forensic sciences,14
fourth ventricle,14
fungal infections,14
gamma knife radiosurgery,14
gene therapy,14
genetic disorder,14
geriatrics,14
giant aneurysm,14
heart transplant,14
hematochezia,14
hemiparesis,14
hepatic abscess,14
hepatoblastoma,14
hepatosplenomegaly,14
high myopia,14
high-grade glioma,14
hip dislocation,14
humerus,14
hyperprolactinemia,14
igg4,14
infancy,14
infection control,14
insomnia,14
intestinal malrotation,14
invasive aspergillosis,14
irinotecan,14
ischemic colitis,14
janus kinase inhibitors,14
joubert syndrome,14
keloid,14
laser therapy,14
levetiracetam,14
lip,14
lorlatinib,14
lower extremity,14
lymphoproliferative disorder,14
male infertility,14
malrotation,14
meckel’s diverticulum,14
medullary thyroid carcinoma,14
metabolic syndrome,14
metagenomics next-generation sequencing,14
metformin,14
methylene blue,14
methylprednisolone,14
missense mutation,14
mitomycin c,14
molecular diagnosis,14
mucinous,14
mucopolysaccharidosis,14
multiple organ failure,14
muscle,14
mycobacteria,14
narcolepsy,14
nasal cavity,14
neonates,14
neonatology,14
nodule,14
non-tuberculous mycobacteria,14
nsaid,14
nystagmus,14
obstructive uropathy,14
occlusion,14
older adults,14
open fracture,14
orbital,14
ovarian,14
pancreatic adenocarcinoma,14
papillary carcinoma,14
papillary renal cell carcinoma,14
papillary thyroid cancer,14
papilloma,14
paraparesis,14
pediatric anesthesia,14
pediatric neurology,14
pelvic mass,14
pelvis,14
peripheral t-cell lymphoma,14
periprosthetic joint infection,14
phyllodes tumor,14
pneumonectomy,14
polyarteritis nodosa,14
polymerase chain reaction,14
